TYPE,IDENTIFIER,GRAMMAR_PATTERN,WORD,SWUM_TAG,POSSE_TAG,STANFORD_TAG,FLAIR_TAG,POSITION,MAXPOSITION,NORMALIZED_POSITION,CONTEXT,CORRECT_TAG,SYSTEM,IDENTIFIER_CODE,ID
ControlledObject,Controlled Object,NM N,Controlled,NM,NM,NM,VBN,0,2,0,2,NM,{'blender.srcml.xml_identifiers'},331,880
ControlledObject,Controlled Object,NM N,Object,N,N,N,N,1,2,2,2,N,{'blender.srcml.xml_identifiers'},331,881
ControllerValue,Controller Value,NM N,Controller,NM,N,N,N,0,2,0,2,NM,{'ogre.srcml.xml_identifiers'},332,882
ControllerValue,Controller Value,NM N,Value,N,N,N,N,1,2,2,2,N,{'ogre.srcml.xml_identifiers'},332,883
CppGeneratorServices,Cpp Generator Services,NM NM NPL,Cpp,NM,N,N,N,0,3,0,2,NM,{'grpc.srcml.xml_identifiers'},333,884
CppGeneratorServices,Cpp Generator Services,NM NM NPL,Generator,NM,N,N,N,1,3,1,2,NM,{'grpc.srcml.xml_identifiers'},333,885
CppGeneratorServices,Cpp Generator Services,NM NM NPL,Services,N,N,NPL,NPL,2,3,2,2,NPL,{'grpc.srcml.xml_identifiers'},333,886
CqEventQueue,Cq Event Queue,NM NM N,Cq,NM,N,P,N,0,3,0,2,NM,{'grpc.srcml.xml_identifiers'},334,887
CqEventQueue,Cq Event Queue,NM NM N,Event,NM,N,N,N,1,3,1,2,NM,{'grpc.srcml.xml_identifiers'},334,888
CqEventQueue,Cq Event Queue,NM NM N,Queue,N,N,N,N,2,3,2,2,N,{'grpc.srcml.xml_identifiers'},334,889
CRFNonLinearLogConditionalObjectiveFunction,CRF Non Linear Log Conditional Objective Function,NM NM NM NM NM NM N,CRF,NM,FAILURE,N,N,0,7,0,2,NM,{'corenlp.srcml.xml_identifiers'},335,890
CRFNonLinearLogConditionalObjectiveFunction,CRF Non Linear Log Conditional Objective Function,NM NM NM NM NM NM N,Non,NM,FAILURE,NM,NM,1,7,1,2,NM,{'corenlp.srcml.xml_identifiers'},335,891
CRFNonLinearLogConditionalObjectiveFunction,CRF Non Linear Log Conditional Objective Function,NM NM NM NM NM NM N,Linear,NM,FAILURE,NM,NM,2,7,1,2,NM,{'corenlp.srcml.xml_identifiers'},335,892
CRFNonLinearLogConditionalObjectiveFunction,CRF Non Linear Log Conditional Objective Function,NM NM NM NM NM NM N,Log,NM,FAILURE,N,N,3,7,1,2,NM,{'corenlp.srcml.xml_identifiers'},335,893
CRFNonLinearLogConditionalObjectiveFunction,CRF Non Linear Log Conditional Objective Function,NM NM NM NM NM NM N,Conditional,NM,FAILURE,NM,NM,4,7,1,2,NM,{'corenlp.srcml.xml_identifiers'},335,894
CRFNonLinearLogConditionalObjectiveFunction,CRF Non Linear Log Conditional Objective Function,NM NM NM NM NM NM N,Objective,NM,FAILURE,N,NM,5,7,1,2,NM,{'corenlp.srcml.xml_identifiers'},335,895
CRFNonLinearLogConditionalObjectiveFunction,CRF Non Linear Log Conditional Objective Function,NM NM NM NM NM NM N,Function,N,FAILURE,N,N,6,7,2,2,N,{'corenlp.srcml.xml_identifiers'},335,896
DBusProxy,D Bus Proxy,NM NM N,D,NM,NM,N,N,0,3,0,2,NM,{'kdevelop.srcml.xml_identifiers'},336,897
DBusProxy,D Bus Proxy,NM NM N,Bus,NM,N,N,N,1,3,1,2,NM,{'kdevelop.srcml.xml_identifiers'},336,898
DBusProxy,D Bus Proxy,NM NM N,Proxy,N,N,N,N,2,3,2,2,N,{'kdevelop.srcml.xml_identifiers'},336,899
DobjPoints,D obj Points,NM NM NPL,D,NM,NM,N,N,0,3,0,2,NM,{'gimp.srcml.xml_identifiers.idents'},337,900
DobjPoints,D obj Points,NM NM NPL,obj,NM,N,N,P,1,3,1,2,NM,{'gimp.srcml.xml_identifiers.idents'},337,901
DobjPoints,D obj Points,NM NM NPL,Points,N,N,NPL,NPL,2,3,2,2,NPL,{'gimp.srcml.xml_identifiers.idents'},337,902
D3D11UnsupportedGpuProgram,D3D11 Unsupported Gpu Program,NM NM NM N,D3D11,NM,N,N,D,0,4,0,2,NM,{'ogre.srcml.xml_identifiers'},338,903
D3D11UnsupportedGpuProgram,D3D11 Unsupported Gpu Program,NM NM NM N,Unsupported,NM,NM,NM,NM,1,4,1,2,NM,{'ogre.srcml.xml_identifiers'},338,904
D3D11UnsupportedGpuProgram,D3D11 Unsupported Gpu Program,NM NM NM N,Gpu,NM,N,N,N,2,4,1,2,NM,{'ogre.srcml.xml_identifiers'},338,905
D3D11UnsupportedGpuProgram,D3D11 Unsupported Gpu Program,NM NM NM N,Program,NM,N,N,N,3,4,2,2,N,{'ogre.srcml.xml_identifiers'},338,906
DataAccessRepositoryPrivate,Data Access Repository Private,NM NM N NM,Data,NM,N,NPL,N,0,4,0,2,NM,{'kdevelop.srcml.xml_identifiers'},339,907
DataAccessRepositoryPrivate,Data Access Repository Private,NM NM N NM,Access,NM,N,N,N,1,4,1,2,NM,{'kdevelop.srcml.xml_identifiers'},339,908
DataAccessRepositoryPrivate,Data Access Repository Private,NM NM N NM,Repository,NM,N,N,N,2,4,1,2,N,{'kdevelop.srcml.xml_identifiers'},339,909
DataAccessRepositoryPrivate,Data Access Repository Private,NM NM N NM,Private,N,N,NM,NM,3,4,2,2,NM,{'kdevelop.srcml.xml_identifiers'},339,910
DeclarationContextPrivate,Declaration Context Private,NM N NM,Declaration,NM,N,N,N,0,3,0,2,NM,{'kdevelop.srcml.xml_identifiers'},340,911
DeclarationContextPrivate,Declaration Context Private,NM N NM,Context,NM,N,N,N,1,3,1,2,N,{'kdevelop.srcml.xml_identifiers'},340,912
DeclarationContextPrivate,Declaration Context Private,NM N NM,Private,N,N,NM,NM,2,3,2,2,NM,{'kdevelop.srcml.xml_identifiers'},340,913
DeclarationItem,Declaration Item,NM N,Declaration,NM,N,N,N,0,2,0,2,NM,{'kdevelop.srcml.xml_identifiers'},341,914
DeclarationItem,Declaration Item,NM N,Item,N,N,N,N,1,2,2,2,N,{'kdevelop.srcml.xml_identifiers'},341,915
DefaultInjectionEngine,Default Injection Engine,NM NM N,Default,NM,N,N,N,0,3,0,2,NM,{'mockito.srcml.xml_identifiers'},342,916
DefaultInjectionEngine,Default Injection Engine,NM NM N,Injection,NM,N,N,N,1,3,1,2,NM,{'mockito.srcml.xml_identifiers'},342,917
DefaultInjectionEngine,Default Injection Engine,NM NM N,Engine,N,N,N,N,2,3,2,2,N,{'mockito.srcml.xml_identifiers'},342,918
DefaultMockingDetails,Default Mocking Details,NM NM NPL,Default,NM,N,N,N,0,3,0,2,NM,{'mockito.srcml.xml_identifiers'},343,919
DefaultMockingDetails,Default Mocking Details,NM NM NPL,Mocking,NM,NM,N,N,1,3,1,2,NM,{'mockito.srcml.xml_identifiers'},343,920
DefaultMockingDetails,Default Mocking Details,NM NM NPL,Details,N,N,NPL,NPL,2,3,2,2,NPL,{'mockito.srcml.xml_identifiers'},343,921
DefaultSslRootsOverride,Default Ssl Roots Override,NM NM NPL NM,Default,NM,N,N,N,0,4,0,2,NM,{'grpc.srcml.xml_identifiers'},344,922
DefaultSslRootsOverride,Default Ssl Roots Override,NM NM NPL NM,Ssl,NM,N,N,N,1,4,1,2,NM,{'grpc.srcml.xml_identifiers'},344,923
DefaultSslRootsOverride,Default Ssl Roots Override,NM NM NPL NM,Roots,NM,N,NPL,NPL,2,4,1,2,NPL,{'grpc.srcml.xml_identifiers'},344,924
DefaultSslRootsOverride,Default Ssl Roots Override,NM NM NPL NM,Override,N,N,VBP,VBP,3,4,2,2,NM,{'grpc.srcml.xml_identifiers'},344,925
Define,Define,N,Define,N,V,V,V,0,1,0,2,N,{'calligra.srcml.xml_identifiers'},345,926
DeserializationContext,Deserialization Context,NM N,Deserialization,NM,N,N,N,0,2,0,2,NM,{'grpc.srcml.xml_identifiers'},346,927
DeserializationContext,Deserialization Context,NM N,Context,N,N,N,N,1,2,2,2,N,{'grpc.srcml.xml_identifiers'},346,928
DeviceHandler,Device Handler,NM N,Device,NM,N,N,N,0,2,0,2,NM,{'opencv.srcml.xml_identifiers'},347,929
DeviceHandler,Device Handler,NM N,Handler,N,N,N,N,1,2,2,2,N,{'opencv.srcml.xml_identifiers'},347,930
DialogElements,Dialog Elements,NM NPL,Dialog,NM,N,N,N,0,2,0,2,NM,{'gimp.srcml.xml_identifiers.idents'},348,931
DialogElements,Dialog Elements,NM NPL,Elements,N,N,NPL,NPL,1,2,2,2,NPL,{'gimp.srcml.xml_identifiers.idents'},348,932
DiskLruCache,Disk Lru Cache,NM NM N,Disk,NM,N,N,N,0,3,0,2,NM,{'okhttp.srcml.xml_identifiers'},349,933
DiskLruCache,Disk Lru Cache,NM NM N,Lru,NM,N,N,N,1,3,1,2,NM,{'okhttp.srcml.xml_identifiers'},349,934
DiskLruCache,Disk Lru Cache,NM NM N,Cache,N,N,N,N,2,3,2,2,N,{'okhttp.srcml.xml_identifiers'},349,935
DispatchMaskBufferIterator,Dispatch Mask Buffer Iterator,NM NM NM N,Dispatch,NM,N,V,N,0,4,0,2,NM,{'gimp.srcml.xml_identifiers.idents'},350,936
DispatchMaskBufferIterator,Dispatch Mask Buffer Iterator,NM NM NM N,Mask,NM,N,N,N,1,4,1,2,NM,{'gimp.srcml.xml_identifiers.idents'},350,937
DispatchMaskBufferIterator,Dispatch Mask Buffer Iterator,NM NM NM N,Buffer,NM,N,N,N,2,4,1,2,NM,{'gimp.srcml.xml_identifiers.idents'},350,938
DispatchMaskBufferIterator,Dispatch Mask Buffer Iterator,NM NM NM N,Iterator,N,N,N,N,3,4,2,2,N,{'gimp.srcml.xml_identifiers.idents'},350,939
DispatchPaintMask,Dispatch Paint Mask,NM NM N,Dispatch,NM,N,V,N,0,3,0,2,NM,{'gimp.srcml.xml_identifiers.idents'},351,940
DispatchPaintMask,Dispatch Paint Mask,NM NM N,Paint,NM,N,N,N,1,3,1,2,NM,{'gimp.srcml.xml_identifiers.idents'},351,941
DispatchPaintMask,Dispatch Paint Mask,NM NM N,Mask,N,N,N,N,2,3,2,2,N,{'gimp.srcml.xml_identifiers.idents'},351,942
DOTGenerator,DOT Generator,NM N,DOT,NM,N,N,N,0,2,0,2,NM,{'antlr4.srcml.xml_identifiers'},352,943
DOTGenerator,DOT Generator,NM N,Generator,N,N,N,N,1,2,2,2,N,{'antlr4.srcml.xml_identifiers'},352,944
DualConInputReader,Dual Con Input Reader,NM NM NM N,Dual,NM,NM,NM,NM,0,4,0,2,NM,{'blender.srcml.xml_identifiers'},353,945
DualConInputReader,Dual Con Input Reader,NM NM NM N,Con,NM,N,N,N,1,4,1,2,NM,{'blender.srcml.xml_identifiers'},353,946
DualConInputReader,Dual Con Input Reader,NM NM NM N,Input,NM,N,N,N,2,4,1,2,NM,{'blender.srcml.xml_identifiers'},353,947
DualConInputReader,Dual Con Input Reader,NM NM NM N,Reader,N,N,N,N,3,4,2,2,N,{'blender.srcml.xml_identifiers'},353,948
DvbSubtitleReader,Dvb Subtitle Reader,NM NM N,Dvb,NM,N,N,N,0,3,0,2,NM,{'Telegram.srcml.xml_identifiers'},354,949
DvbSubtitleReader,Dvb Subtitle Reader,NM NM N,Subtitle,NM,N,N,N,1,3,1,2,NM,{'Telegram.srcml.xml_identifiers'},354,950
DvbSubtitleReader,Dvb Subtitle Reader,NM NM N,Reader,N,N,N,N,2,3,2,2,N,{'Telegram.srcml.xml_identifiers'},354,951
DynamicTexturedCubeDemo,Dynamic Textured Cube Demo,NM NM NM N,Dynamic,NM,NM,NM,NM,0,4,0,2,NM,{'bullet3.srcml.xml_identifiers'},355,952
DynamicTexturedCubeDemo,Dynamic Textured Cube Demo,NM NM NM N,Textured,NM,NM,NM,VBN,1,4,1,2,NM,{'bullet3.srcml.xml_identifiers'},355,953
DynamicTexturedCubeDemo,Dynamic Textured Cube Demo,NM NM NM N,Cube,NM,N,N,N,2,4,1,2,NM,{'bullet3.srcml.xml_identifiers'},355,954
DynamicTexturedCubeDemo,Dynamic Textured Cube Demo,NM NM NM N,Demo,N,N,N,N,3,4,2,2,N,{'bullet3.srcml.xml_identifiers'},355,955
EnvVarsSlaveInfo_DisplayName,Env Vars Slave Info Display Name,NM NM NM NM NM N,Env,NM,N,N,N,0,6,0,2,NM,{'jenkins.srcml.xml_identifiers'},356,956
EnvVarsSlaveInfo_DisplayName,Env Vars Slave Info Display Name,NM NM NM NM NM N,Vars,NM,N,NPL,N,1,6,1,2,NM,{'jenkins.srcml.xml_identifiers'},356,957
EnvVarsSlaveInfo_DisplayName,Env Vars Slave Info Display Name,NM NM NM NM NM N,Slave,NM,N,N,N,2,6,1,2,NM,{'jenkins.srcml.xml_identifiers'},356,958
EnvVarsSlaveInfo_DisplayName,Env Vars Slave Info Display Name,NM NM NM NM NM N,Info,NM,N,N,N,3,6,1,2,NM,{'jenkins.srcml.xml_identifiers'},356,959
EnvVarsSlaveInfo_DisplayName,Env Vars Slave Info Display Name,NM NM NM NM NM N,Display,NM,N,N,N,4,6,1,2,NM,{'jenkins.srcml.xml_identifiers'},356,960
EnvVarsSlaveInfo_DisplayName,Env Vars Slave Info Display Name,NM NM NM NM NM N,Name,N,N,N,N,5,6,2,2,N,{'jenkins.srcml.xml_identifiers'},356,961
Executor,Executor,N,Executor,N,N,N,N,0,1,0,2,N,{'jenkins.srcml.xml_identifiers'},357,962
ExpectedException,Expected Exception,NM N,Expected,NM,NM,VBN,VBN,0,2,0,2,NM,{'junit4.srcml.xml_identifiers'},358,963
ExpectedException,Expected Exception,NM N,Exception,N,N,N,N,1,2,2,2,N,{'junit4.srcml.xml_identifiers'},358,964
ExplicitEulerScheme,Explicit Euler Scheme,NM NM N,Explicit,NM,NM,NM,NM,0,3,0,2,NM,{'QuantLib.srcml.xml_identifiers'},359,965
ExplicitEulerScheme,Explicit Euler Scheme,NM NM N,Euler,NM,N,N,N,1,3,1,2,NM,{'QuantLib.srcml.xml_identifiers'},359,966
ExplicitEulerScheme,Explicit Euler Scheme,NM NM N,Scheme,N,N,N,N,2,3,2,2,N,{'QuantLib.srcml.xml_identifiers'},359,967
ExpressionFinder,Expression Finder,NM N,Expression,NM,N,N,N,0,2,0,2,NM,{'swift.srcml.xml_identifiers'},360,968
ExpressionFinder,Expression Finder,NM N,Finder,N,N,N,N,1,2,2,2,N,{'swift.srcml.xml_identifiers'},360,969
FdBlackScholesVanillaEngine,Fd Black Scholes Vanilla Engine,NM NM NM NM N,Fd,NM,N,P,N,0,5,0,2,NM,{'QuantLib.srcml.xml_identifiers'},361,970
FdBlackScholesVanillaEngine,Fd Black Scholes Vanilla Engine,NM NM NM NM N,Black,NM,NM,NM,NM,1,5,1,2,NM,{'QuantLib.srcml.xml_identifiers'},361,971
FdBlackScholesVanillaEngine,Fd Black Scholes Vanilla Engine,NM NM NM NM N,Scholes,NM,N,NPL,NPL,2,5,1,2,NM,{'QuantLib.srcml.xml_identifiers'},361,972
FdBlackScholesVanillaEngine,Fd Black Scholes Vanilla Engine,NM NM NM NM N,Vanilla,NM,NM,N,N,3,5,1,2,NM,{'QuantLib.srcml.xml_identifiers'},361,973
FdBlackScholesVanillaEngine,Fd Black Scholes Vanilla Engine,NM NM NM NM N,Engine,N,N,N,N,4,5,2,2,N,{'QuantLib.srcml.xml_identifiers'},361,974
FileItemDelegate,File Item Delegate,NM NM N,File,NM,N,N,N,0,3,0,2,NM,{'calligra.srcml.xml_identifiers'},362,975
FileItemDelegate,File Item Delegate,NM NM N,Item,NM,N,N,N,1,3,1,2,NM,{'calligra.srcml.xml_identifiers'},362,976
FileItemDelegate,File Item Delegate,NM NM N,Delegate,N,N,N,N,2,3,2,2,N,{'calligra.srcml.xml_identifiers'},362,977
FileOperator,File Operator,NM N,File,NM,N,N,N,0,2,0,2,NM,{'okhttp.srcml.xml_identifiers'},363,978
FileOperator,File Operator,NM N,Operator,N,N,N,N,1,2,2,2,N,{'okhttp.srcml.xml_identifiers'},363,979
FilePathFilter,File Path Filter,NM NM N,File,NM,N,N,N,0,3,0,2,NM,{'jenkins.srcml.xml_identifiers'},364,980
FilePathFilter,File Path Filter,NM NM N,Path,NM,N,N,N,1,3,1,2,NM,{'jenkins.srcml.xml_identifiers'},364,981
FilePathFilter,File Path Filter,NM NM N,Filter,N,N,N,N,2,3,2,2,N,{'jenkins.srcml.xml_identifiers'},364,982
FileSystemArchive,File System Archive,NM NM N,File,NM,N,N,N,0,3,0,2,NM,{'ogre.srcml.xml_identifiers'},365,983
FileSystemArchive,File System Archive,NM NM N,System,NM,N,N,N,1,3,1,2,NM,{'ogre.srcml.xml_identifiers'},365,984
FileSystemArchive,File System Archive,NM NM N,Archive,N,N,N,N,2,3,2,2,N,{'ogre.srcml.xml_identifiers'},365,985
FixedObject,Fixed Object,NM N,Fixed,NM,NM,VBN,VBN,0,2,0,2,NM,{'blender.srcml.xml_identifiers'},366,986
FixedObject,Fixed Object,NM N,Object,N,N,N,N,1,2,2,2,N,{'blender.srcml.xml_identifiers'},366,987
FormattedText,Formatted Text,NM N,Formatted,NM,N,VBN,VBN,0,2,0,2,NM,{'mockito.srcml.xml_identifiers'},367,988
FormattedText,Formatted Text,NM N,Text,N,N,N,N,1,2,2,2,N,{'mockito.srcml.xml_identifiers'},367,989
Frame2,Frame 2,N D,Frame,NM,N,N,N,0,2,0,2,N,{'blender.srcml.xml_identifiers'},368,990
Frame2,Frame 2,N D,2,N,N,D,D,1,2,2,2,D,{'blender.srcml.xml_identifiers'},368,991
GenericEmissiveClosure,Generic Emissive Closure,NM NM N,Generic,NM,NM,NM,NM,0,3,0,2,NM,{'blender.srcml.xml_identifiers'},369,992
GenericEmissiveClosure,Generic Emissive Closure,NM NM N,Emissive,NM,N,NM,NM,1,3,1,2,NM,{'blender.srcml.xml_identifiers'},369,993
GenericEmissiveClosure,Generic Emissive Closure,NM NM N,Closure,N,N,N,N,2,3,2,2,N,{'blender.srcml.xml_identifiers'},369,994
GenericTypeExtractor,Generic Type Extractor,NM NM N,Generic,NM,NM,NM,NM,0,3,0,2,NM,{'mockito.srcml.xml_identifiers'},370,995
GenericTypeExtractor,Generic Type Extractor,NM NM N,Type,NM,N,N,N,1,3,1,2,NM,{'mockito.srcml.xml_identifiers'},370,996
GenericTypeExtractor,Generic Type Extractor,NM NM N,Extractor,N,N,N,N,2,3,2,2,N,{'mockito.srcml.xml_identifiers'},370,997
GeometryInterface,Geometry Interface,NM N,Geometry,NM,N,N,N,0,2,0,2,NM,{'bullet3.srcml.xml_identifiers'},371,998
GeometryInterface,Geometry Interface,NM N,Interface,N,N,N,N,1,2,2,2,N,{'bullet3.srcml.xml_identifiers'},371,999
GetHomeDirectory,Get Home Directory,V NM N,Get,NM,N,V,V,0,3,0,2,V,{'jenkins.srcml.xml_identifiers'},372,1000
GetHomeDirectory,Get Home Directory,V NM N,Home,NM,NM,N,VM,1,3,1,2,NM,{'jenkins.srcml.xml_identifiers'},372,1001
GetHomeDirectory,Get Home Directory,V NM N,Directory,N,N,N,N,2,3,2,2,N,{'jenkins.srcml.xml_identifiers'},372,1002
GetTotalDiskSpace,Get Total Disk Space,V NM NM N,Get,NM,N,V,V,0,4,0,2,V,{'jenkins.srcml.xml_identifiers'},373,1003
GetTotalDiskSpace,Get Total Disk Space,V NM NM N,Total,NM,NM,NM,NM,1,4,1,2,NM,{'jenkins.srcml.xml_identifiers'},373,1004
GetTotalDiskSpace,Get Total Disk Space,V NM NM N,Disk,NM,N,N,N,2,4,1,2,NM,{'jenkins.srcml.xml_identifiers'},373,1005
GetTotalDiskSpace,Get Total Disk Space,V NM NM N,Space,N,N,N,N,3,4,2,2,N,{'jenkins.srcml.xml_identifiers'},373,1006
GLConfigAttribs,GL Config Attribs,PRE NM NPL,GL,NM,N,N,N,0,3,0,2,PRE,{'ogre.srcml.xml_identifiers'},374,1007
GLConfigAttribs,GL Config Attribs,PRE NM NPL,Config,NM,N,N,N,1,3,1,2,NM,{'ogre.srcml.xml_identifiers'},374,1008
GLConfigAttribs,GL Config Attribs,PRE NM NPL,Attribs,N,N,NPL,NPL,2,3,2,2,NPL,{'ogre.srcml.xml_identifiers'},374,1009
GlobalsAsMembersTableReaderInfo,Globals As Members Table Reader Info,NPL P NPL NM NM N,Globals,NM,FAILURE,NPL,NPL,0,6,0,2,NPL,{'swift.srcml.xml_identifiers'},375,1010
GlobalsAsMembersTableReaderInfo,Globals As Members Table Reader Info,NPL P NPL NM NM N,As,NM,FAILURE,P,P,1,6,1,2,P,{'swift.srcml.xml_identifiers'},375,1011
GlobalsAsMembersTableReaderInfo,Globals As Members Table Reader Info,NPL P NPL NM NM N,Members,NM,FAILURE,NPL,NPL,2,6,1,2,NPL,{'swift.srcml.xml_identifiers'},375,1012
GlobalsAsMembersTableReaderInfo,Globals As Members Table Reader Info,NPL P NPL NM NM N,Table,NM,FAILURE,N,VBP,3,6,1,2,NM,{'swift.srcml.xml_identifiers'},375,1013
GlobalsAsMembersTableReaderInfo,Globals As Members Table Reader Info,NPL P NPL NM NM N,Reader,NM,FAILURE,N,N,4,6,1,2,NM,{'swift.srcml.xml_identifiers'},375,1014
GlobalsAsMembersTableReaderInfo,Globals As Members Table Reader Info,NPL P NPL NM NM N,Info,N,FAILURE,N,N,5,6,2,2,N,{'swift.srcml.xml_identifiers'},375,1015
GLXConfigurator,GLX Configurator,NM N,GLX,NM,N,N,N,0,2,0,2,NM,{'ogre.srcml.xml_identifiers'},376,1016
GLXConfigurator,GLX Configurator,NM N,Configurator,N,N,N,N,1,2,2,2,N,{'ogre.srcml.xml_identifiers'},376,1017
GroupByContext,Group By Context,N P N,Group,NM,V,N,N,0,3,0,2,N,{'elasticsearch.srcml.xml_identifiers'},377,1018
GroupByContext,Group By Context,N P N,By,NM,P,P,P,1,3,1,2,P,{'elasticsearch.srcml.xml_identifiers'},377,1019
GroupByContext,Group By Context,N P N,Context,N,N,N,N,2,3,2,2,N,{'elasticsearch.srcml.xml_identifiers'},377,1020
Hpack,H pack,NM N,H,NM,N,N,N,0,2,0,2,NM,{'okhttp.srcml.xml_identifiers'},378,1021
Hpack,H pack,NM N,pack,N,N,N,N,1,2,2,2,N,{'okhttp.srcml.xml_identifiers'},378,1022
HandshakeMode,Handshake Mode,NM N,Handshake,NM,N,N,N,0,2,0,2,NM,{'elasticsearch.srcml.xml_identifiers'},379,1023
HandshakeMode,Handshake Mode,NM N,Mode,N,N,N,N,1,2,2,2,N,{'elasticsearch.srcml.xml_identifiers'},379,1024
HDRListener,HDR Listener,NM N,HDR,NM,N,N,PR,0,2,0,2,NM,{'ogre.srcml.xml_identifiers'},380,1025
HDRListener,HDR Listener,NM N,Listener,N,N,N,N,1,2,2,2,N,{'ogre.srcml.xml_identifiers'},380,1026
HeatVisionListener,Heat Vision Listener,NM NM N,Heat,NM,N,N,N,0,3,0,2,NM,{'ogre.srcml.xml_identifiers'},381,1027
HeatVisionListener,Heat Vision Listener,NM NM N,Vision,NM,N,N,N,1,3,1,2,NM,{'ogre.srcml.xml_identifiers'},381,1028
HeatVisionListener,Heat Vision Listener,NM NM N,Listener,N,N,N,N,2,3,2,2,N,{'ogre.srcml.xml_identifiers'},381,1029
Http1ExchangeCodec,Http1 Exchange Codec,NM NM N,Http1,NM,N,N,D,0,3,0,2,NM,{'okhttp.srcml.xml_identifiers'},382,1030
Http1ExchangeCodec,Http1 Exchange Codec,NM NM N,Exchange,NM,N,N,N,1,3,1,2,NM,{'okhttp.srcml.xml_identifiers'},382,1031
Http1ExchangeCodec,Http1 Exchange Codec,NM NM N,Codec,NM,N,N,N,2,3,2,2,N,{'okhttp.srcml.xml_identifiers'},382,1032
IReadFile,I Read File,NM NM N,I,NM,NM,N,PR,0,3,0,2,NM,{'irrlicht.srcml.xml_identifiers'},383,1033
IReadFile,I Read File,NM NM N,Read,NM,N,N,VBP,1,3,1,2,NM,{'irrlicht.srcml.xml_identifiers'},383,1034
IReadFile,I Read File,NM NM N,File,N,N,N,N,2,3,2,2,N,{'irrlicht.srcml.xml_identifiers'},383,1035
IcyDecoder,Icy Decoder,NM N,Icy,NM,NM,N,NM,0,2,0,2,NM,{'Telegram.srcml.xml_identifiers'},384,1036
IcyDecoder,Icy Decoder,NM N,Decoder,N,N,N,N,1,2,2,2,N,{'Telegram.srcml.xml_identifiers'},384,1037
ImageManager,Image Manager,NM N,Image,NM,N,N,N,0,2,0,2,NM,{'blender.srcml.xml_identifiers'},385,1038
ImageManager,Image Manager,NM N,Manager,N,N,N,N,1,2,2,2,N,{'blender.srcml.xml_identifiers'},385,1039
InstallUncaughtExceptionHandler,Install Uncaught Exception Handler,V NM NM N,Install,NM,N,V,V,0,4,0,2,V,{'jenkins.srcml.xml_identifiers'},386,1040
InstallUncaughtExceptionHandler,Install Uncaught Exception Handler,V NM NM N,Uncaught,NM,N,NM,NM,1,4,1,2,NM,{'jenkins.srcml.xml_identifiers'},386,1041
InstallUncaughtExceptionHandler,Install Uncaught Exception Handler,V NM NM N,Exception,NM,N,N,N,2,4,1,2,NM,{'jenkins.srcml.xml_identifiers'},386,1042
InstallUncaughtExceptionHandler,Install Uncaught Exception Handler,V NM NM N,Handler,N,N,N,N,3,4,2,2,N,{'jenkins.srcml.xml_identifiers'},386,1043
Internal,Internal,NM,Internal,N,NM,NM,NM,0,1,0,2,NM,{'okhttp.srcml.xml_identifiers'},387,1044
InternalFFMpegRegister,Internal FFMpeg Register,NM NM N,Internal,NM,NM,NM,NM,0,3,0,2,NM,{'opencv.srcml.xml_identifiers'},388,1045
InternalFFMpegRegister,Internal FFMpeg Register,NM NM N,FFMpeg,NM,N,N,N,1,3,1,2,NM,{'opencv.srcml.xml_identifiers'},388,1046
InternalFFMpegRegister,Internal FFMpeg Register,NM NM N,Register,NM,N,N,N,2,3,2,2,N,{'opencv.srcml.xml_identifiers'},388,1047
InverseDynamicsExample,Inverse Dynamics Example,NM NM N,Inverse,NM,NM,NM,NM,0,3,0,2,NM,{'bullet3.srcml.xml_identifiers'},389,1048
InverseDynamicsExample,Inverse Dynamics Example,NM NM N,Dynamics,NM,N,NPL,NPL,1,3,1,2,NM,{'bullet3.srcml.xml_identifiers'},389,1049
InverseDynamicsExample,Inverse Dynamics Example,NM NM N,Example,N,N,N,N,2,3,2,2,N,{'bullet3.srcml.xml_identifiers'},389,1050
JFlexDummyLexer,JFlex Dummy Lexer,PRE NM N,JFlex,NM,N,N,N,0,3,0,2,PRE,{'corenlp.srcml.xml_identifiers'},390,1051
JFlexDummyLexer,JFlex Dummy Lexer,PRE NM N,Dummy,NM,NM,N,N,1,3,1,2,NM,{'corenlp.srcml.xml_identifiers'},390,1052
JFlexDummyLexer,JFlex Dummy Lexer,PRE NM N,Lexer,N,N,N,N,2,3,2,2,N,{'corenlp.srcml.xml_identifiers'},390,1053
JntArrayAcc,Jnt Array Acc,NM NM N,Jnt,NM,N,N,N,0,3,0,2,NM,{'blender.srcml.xml_identifiers'},391,1054
JntArrayAcc,Jnt Array Acc,NM NM N,Array,NM,N,N,N,1,3,1,2,NM,{'blender.srcml.xml_identifiers'},391,1055
JntArrayAcc,Jnt Array Acc,NM NM N,Acc,N,N,N,N,2,3,2,2,N,{'blender.srcml.xml_identifiers'},391,1056
KeyStatus,Key Status,NM N,Key,NM,NM,NM,NM,0,2,0,2,NM,{'Telegram.srcml.xml_identifiers'},392,1057
KeyStatus,Key Status,NM N,Status,N,N,N,N,1,2,2,2,N,{'Telegram.srcml.xml_identifiers'},392,1058
KoMainWindowPrivate,Ko Main Window Private,PRE NM N NM,Ko,NM,N,P,N,0,4,0,2,PRE,{'calligra.srcml.xml_identifiers'},393,1059
